clip_ID,Names,Hashes,TC_start,TC_end,Path,total_duration_hours
894518,31 Undertones Drones Space Mix - Cinematic SFX,2:e5a77519333f0e67f0cb4e5c9e5abcc0,00:00:00:00:100/1,00:00:32:09:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/31 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/31 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/31 Undertones Drones Space Mix - Cinematic SFX.wav']",
894526,48 Undertones Drones Space Mix - Cinematic SFX,2:807ffe535017a2cbfef7711c6e07e13a,00:00:00:00:100/1,00:00:59:65:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/48 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/48 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/48 Undertones Drones Space Mix - Cinematic SFX.wav']",
894545,08 Undertones Drones Space Mix - Cinematic SFX,2:7ab08b15ba1e18ad56048c3c6961a9d6,00:00:00:00:100/1,00:00:27:99:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/08 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/08 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/08 Undertones Drones Space Mix - Cinematic SFX.wav']",
894550,04 Dark Atmos Drone Hit - Cinematix SFX,2:3444c41e6bb15ab7f24eb230d1b3f238,00:00:00:00:100/1,00:00:19:87:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/04 Dark Atmos Drone Hit - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/04 Dark Atmos Drone Hit - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/04 Dark Atmos Drone Hit - Cinematix SFX.wav']",
894557,25 Undertones Drones Space Mix - Cinematic SFX,2:8eac35bb6a6318b71b67f2f6422e8746,00:00:00:00:100/1,00:00:41:38:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/25 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/25 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/25 Undertones Drones Space Mix - Cinematic SFX.wav']",
894558,14 Incoming Glitches Drone - Cinematix SFX,2:98715305a28de6dd8718b56e2dcc769a,00:00:00:00:100/1,00:00:38:10:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/14 Incoming Glitches Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/14 Incoming Glitches Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/14 Incoming Glitches Drone - Cinematix SFX.wav']",
894568,31 Undertones Atmos Drone - Cinematix SFX,2:b99c7624b801a16eb36973ff8d7c70f2,00:00:00:00:100/1,00:00:25:46:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/31 Undertones Atmos Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/31 Undertones Atmos Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/31 Undertones Atmos Drone - Cinematix SFX.wav']",
894611,47 Undertones Atmos Drone - Cinematix SFX,2:13d272b060bca97b2d224f23370a7710,00:00:00:00:100/1,00:01:07:07:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/47 Undertones Atmos Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/47 Undertones Atmos Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/47 Undertones Atmos Drone - Cinematix SFX.wav']",
894614,21 Random Satellite Drone - Cinematix SFX,2:43b2cfc2b94fa95abad9962064317688,00:00:00:00:100/1,00:00:27:81:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/21 Random Satellite Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/21 Random Satellite Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/21 Random Satellite Drone - Cinematix SFX.wav']",
894626,17 Undertones Drones Space Mix - Cinematic SFX,2:d974d0f442670028f338a6abcc562106,00:00:00:00:100/1,00:00:34:25:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/17 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/17 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/17 Undertones Drones Space Mix - Cinematic SFX.wav']",
894627,38 Undertones Atmos Drone - Cinematix SFX,2:53d6401ffaa1d3768eac358251921429,00:00:00:00:100/1,00:00:23:80:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/38 Undertones Atmos Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/38 Undertones Atmos Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/38 Undertones Atmos Drone - Cinematix SFX.wav']",
894631,46 Undertones Drones Space Mix - Cinematic SFX,2:86417809988ccd4d19a1d2512579924b,00:00:00:00:100/1,00:00:35:31:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/46 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/46 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/46 Undertones Drones Space Mix - Cinematic SFX.wav']",
894637,47 Undertones Drones Space Mix - Cinematic SFX,2:e4747b47f2a53fe82081e0cacdd4a3ae,00:00:00:00:100/1,00:00:38:41:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/47 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/47 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/47 Undertones Drones Space Mix - Cinematic SFX.wav']",
894671,13 Feedback Feedback Me - Cinematix SFX,2:f82cff32c8df38151e9074a7555bc2ab,00:00:00:00:100/1,00:00:38:69:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/13 Feedback Feedback Me - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/13 Feedback Feedback Me - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/13 Feedback Feedback Me - Cinematix SFX.wav']",
894686,30 Undertones Atmos Drone - Cinematix SFX,2:b7ef17683eb0cbec3c851516f970c04e,00:00:00:00:100/1,00:00:22:29:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/30 Undertones Atmos Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/30 Undertones Atmos Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/30 Undertones Atmos Drone - Cinematix SFX.wav']",
894693,38 Undertones Drones Space Mix - Cinematic SFX,2:e7db80b189fc0bf7489ae54f47467962,00:00:00:00:100/1,00:00:40:30:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/38 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/38 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/38 Undertones Drones Space Mix - Cinematic SFX.wav']",
894694,11 Undertones Drones Space Mix - Cinematic SFX,2:5e44d1bce0b0f824092255f4fa24785e,00:00:00:00:100/1,00:00:28:00:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/11 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/11 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/11 Undertones Drones Space Mix - Cinematic SFX.wav']",
894698,07 Darkes Tunnel Drone - Cinematix SFX,2:806f34e9eb4a3b224ebaea1ff0d20730,00:00:00:00:100/1,00:00:23:89:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/07 Darkes Tunnel Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/07 Darkes Tunnel Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/07 Darkes Tunnel Drone - Cinematix SFX.wav']",
894703,28 Undertones Drones Space Mix - Cinematic SFX,2:59b496850ead84cc9e3c5ca17c5f9a4f,00:00:00:00:100/1,00:00:19:78:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/28 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/28 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/28 Undertones Drones Space Mix - Cinematic SFX.wav']",
894708,08 Deep Dungeon Drone - Cinematix SFX,2:b34b1008d8473d473f1326a3e12ce872,00:00:00:00:100/1,00:00:22:12:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/08 Deep Dungeon Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/08 Deep Dungeon Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/08 Deep Dungeon Drone - Cinematix SFX.wav']",
894711,29 Undertones Drones Space Mix - Cinematic SFX,2:df7f5bf028b185019ba7a35485aaefee,00:00:00:00:100/1,00:00:34:63:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/29 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/29 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/29 Undertones Drones Space Mix - Cinematic SFX.wav']",
894716,41 Undertones Drones Space Mix - Cinematic SFX,2:4abda6f77e2386700465529c241b2893,00:00:00:00:100/1,00:00:34:69:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/41 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/41 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/41 Undertones Drones Space Mix - Cinematic SFX.wav']",
894753,03 Undertones Drones Space Mix - Cinematic SFX,2:9330c5abdb90f8bb4df4de9bde22c2ac,00:00:00:00:100/1,00:00:17:87:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/03 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/03 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/03 Undertones Drones Space Mix - Cinematic SFX.wav']",
894754,24 Spooky Boomerang - Cinematix SFX,2:f4a319f1f46cea32135373eb977702b9,00:00:00:00:100/1,00:00:15:40:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/24 Spooky Boomerang - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/24 Spooky Boomerang - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/24 Spooky Boomerang - Cinematix SFX.wav']",
894765,20 Undertones Drones Space Mix - Cinematic SFX,2:20c20d6a7724a9998bdb0f3a496d4d5d,00:00:00:00:100/1,00:00:37:86:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/20 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/20 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/20 Undertones Drones Space Mix - Cinematic SFX.wav']",
894767,41 Undertones Atmos Drone - Cinematix SFX,2:6137c0aa8c6e58648412a4c3e33d0ac9,00:00:00:00:100/1,00:00:32:05:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/41 Undertones Atmos Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/41 Undertones Atmos Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/41 Undertones Atmos Drone - Cinematix SFX.wav']",
894776,42 Undertones Atmos Drone - Cinematix SFX,2:9ab34cf02224ae5dd0f3aa87ab46e0b1,00:00:00:00:100/1,00:00:25:62:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/42 Undertones Atmos Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/42 Undertones Atmos Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/42 Undertones Atmos Drone - Cinematix SFX.wav']",
894782,33 Undertones Drones Space Mix - Cinematic SFX,2:43cce7e777d40bd5556f7c2d0e120a25,00:00:00:00:100/1,00:00:28:10:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/33 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/33 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/33 Undertones Drones Space Mix - Cinematic SFX.wav']",
894811,10 Undertones Drones Space Mix - Cinematic SFX,2:8dd1e166c074ca04d0075d58b644607e,00:00:00:00:100/1,00:00:31:62:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/10 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/10 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/10 Undertones Drones Space Mix - Cinematic SFX.wav']",
894817,06 Dark Orbit Hit - Cinematix SFX,2:ead4190daae31ecf4c673b9cb41f8340,00:00:00:00:100/1,00:00:13:44:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/06 Dark Orbit Hit - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/06 Dark Orbit Hit - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/06 Dark Orbit Hit - Cinematix SFX.wav']",
894823,27 Undertones Drones Space Mix - Cinematic SFX,2:ed283cfefa29449c2b3fcd0f10ad12ca,00:00:00:00:100/1,00:00:35:11:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/27 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/27 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/27 Undertones Drones Space Mix - Cinematic SFX.wav']",
894825,16 Lost Broken Dream Drone - Cinematix SFX,2:cb9f5555822dc335f1e978dcd83e2ccd,00:00:00:00:100/1,00:00:34:94:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/16 Lost Broken Dream Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/16 Lost Broken Dream Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/16 Lost Broken Dream Drone - Cinematix SFX.wav']",
894833,33 Undertones Atmos Drone - Cinematix SFX,2:4a35056d66660588424643427a84d47d,00:00:00:00:100/1,00:00:24:73:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/33 Undertones Atmos Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/33 Undertones Atmos Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/33 Undertones Atmos Drone - Cinematix SFX.wav']",
894835,40 Undertones Drones Space Mix - Cinematic SFX,2:ba5dc13aab0f3c9cd54185380914f02a,00:00:00:00:100/1,00:00:27:95:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/40 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/40 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/40 Undertones Drones Space Mix - Cinematic SFX.wav']",
894876,02 Undertones Drones Space Mix - Cinematic SFX,2:6553bea6ac6c93218f26c9e8543baa37,00:00:00:00:100/1,00:00:48:89:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/02 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/02 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/02 Undertones Drones Space Mix - Cinematic SFX.wav']",
894879,23 Space Vacuum Drone - Cinematix SFX,2:42464fa00ede9871a8518dd18bc26987,00:00:00:00:100/1,00:00:38:78:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/23 Space Vacuum Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/23 Space Vacuum Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/23 Space Vacuum Drone - Cinematix SFX.wav']",
894889,19 Undertones Drones Space Mix - Cinematic SFX,2:6b31c06a6a8ae1721bcc149e329d6412,00:00:00:00:100/1,00:00:28:81:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/19 Undertones Drones Space Mix - Cinematic SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/19 Undertones Drones Space Mix - Cinematic SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/02 Drones - Space Mix/19 Undertones Drones Space Mix - Cinematic SFX.wav']",
894890,40 Undertones Atmos Drone - Cinematix SFX,2:65719f4e5e78e4f746db69972fc34e72,00:00:00:00:100/1,00:00:29:03:100/1,"['edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/40 Undertones Atmos Drone - Cinematix SFX.wav', 'WPE_Teaser/Transport_Jean/3/08 Drones - CINEMATIC SFX/01 Drones/40 Undertones Atmos Drone - Cinematix SFX.wav', 'FX/aus Projekt Charles/edit_workfolder_Jean/05_Jean_VHS/selection_JeannetteLizenz_CinematicSFX/08 Drones - CINEMATIC SFX/01 Drones/40 Undertones Atmos Drone - Cinematix SFX.wav']",
