clip_id,display_name,hash,timecode_start,timecode_end,userpath
34,KT8095_1.WA01.58E758E74673A; KT8095_2.WA02.58E758E74673A; KT8095_3.WA03.58E758E74673A; KT8095_7.WA07.58E758E74673A; KT8095_8.WA08.58E758E74673A; 403D/ 1  /t 4   ,2:165e3576b019c937fc4d7b5c1830f9d3; 2:0e13f076a46cc3e9c01e7a72e605c4fa; 2:07d2239fe290aec11df8b56edc54f197; 2:791a9b7f7afd4bc96c60ad6495c0a9e9; 2:d544cf1ff9db01b3a92c6500699114ab,00:00:00:00:100/1,00:00:58:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8095_1.WA01.58E758E74673A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8095_2.WA02.58E758E74673A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8095_3.WA03.58E758E74673A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8095_7.WA07.58E758E74673A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8095_8.WA08.58E758E74673A.mxf
35,KT8096-5.WA05.58E758E74674A; KT8096-6.WA06.58E758E74674A; 403D/ 1  /t 5   ,2:76b55092ace774bbc698f33f324e1135; 2:d6079c22b866a166b51bfab7fbe1359d,00:00:00:00:100/1,00:00:51:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8096-5.WA05.58E758E74674A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8096-6.WA06.58E758E74674A.mxf
36,KT8096_1.WA01.58E758E74675A; KT8096_2.WA02.58E758E74675A; KT8096_3.WA03.58E758E74675A; KT8096_7.WA07.58E758E74675A; KT8096_8.WA08.58E758E74675A; 403D/ 1  /t 5   ,2:b8802f9d2a4a2a46b259e9d563ff80bf; 2:ef5c7e4b0467c619bfbd1a2deed03eb1; 2:500dedf35711b938e378faf16bbce8a0; 2:5d486f4157c08b5bc58bb217918ab6a0; 2:ee16de2e31aa31d0f6a6638af4a9845c,00:00:00:00:100/1,00:00:51:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8096_1.WA01.58E758E74675A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8096_2.WA02.58E758E74675A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8096_3.WA03.58E758E74675A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8096_7.WA07.58E758E74675A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8096_8.WA08.58E758E74675A.mxf
37,KT8097_1.WA01.58E758E74676A; KT8097_2.WA02.58E758E74676A; KT8097_3.WA03.58E758E74676A; KT8097_4.WA04.58E758E74676A; KT8097_7.WA07.58E758E74676A; KT8097_8.WA08.58E758E74676A;     409  /t 1   ,2:edef3c65a5620614e0c817ba21a60937; 2:522742ab4a91dbdaa541acd9d0574bbd; 2:fbc44b7399a1585077a5f24cefb0881f; 2:0a2c3376f155537f0d34b04ba3b4d61f; 2:b49cb5204b92ff5bde5bac50402f3797; 2:433bc0fe3c8e77c149d8fe908f1df999,00:00:00:00:100/1,00:00:59:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8097_1.WA01.58E758E74676A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8097_2.WA02.58E758E74676A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8097_3.WA03.58E758E74676A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8097_4.WA04.58E758E74676A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8097_7.WA07.58E758E74676A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8097_8.WA08.58E758E74676A.mxf
38,KT8098_1.WA01.58E758E74678A; KT8098_2.WA02.58E758E74678A; KT8098_3.WA03.58E758E74678A; KT8098_4.WA04.58E758E74678A; KT8098_7.WA07.58E758E74678A; KT8098_8.WA08.58E758E74678A;     409  /t 2   ,2:b9dc9dfaf95455bc840b18356e53891e; 2:6086621e693bf4ae97dc25ac0114017f; 2:d865aa5bd329cf0c2f010715faa3219a; 2:6d0431ca331c6dba91ca3cca34b1e4fd; 2:05f60d6c8053d61db26129928de9c9bf; 2:a6ec2a174ffc9efbdb608ec8d178a916,00:00:00:00:100/1,00:00:48:76:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8098_1.WA01.58E758E74678A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8098_2.WA02.58E758E74678A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8098_3.WA03.58E758E74678A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8098_4.WA04.58E758E74678A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8098_7.WA07.58E758E74678A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8098_8.WA08.58E758E74678A.mxf
39,KT8099_1.WA01.58E758E7467AA; KT8099_2.WA02.58E758E7467AA; KT8099_3.WA03.58E758E7467AA; KT8099_4.WA04.58E758E7467AA; KT8099_7.WA07.58E758E7467AA; KT8099_8.WA08.58E758E7467AA;     409  /t 3   ,2:890864ae9c063a2e395070a8400ce91d; 2:c4d8dfdff4c31c4335d705797b08a83c; 2:a7e3b9bc54ab9d36ba779a6e790fd1f2; 2:0d178b8967d4599d40b91053f48cfadc; 2:ccc05e9f79e36c5ec8e00cab7f0cda4d; 2:71b3b2533c8cc43115d13b334b9dc27b,00:00:00:00:100/1,00:01:04:48:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8099_1.WA01.58E758E7467AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8099_2.WA02.58E758E7467AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8099_3.WA03.58E758E7467AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8099_4.WA04.58E758E7467AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8099_7.WA07.58E758E7467AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8099_8.WA08.58E758E7467AA.mxf
40,KT8100_1.WA01.58E758E7467CA; KT8100_2.WA02.58E758E7467CA; KT8100_3.WA03.58E758E7467CA; KT8100_4.WA04.58E758E7467CA; KT8100_7.WA07.58E758E7467CA; KT8100_8.WA08.58E758E7467CA;     409  /t 4   ,2:bcd824cc842a3e5874f5a2f7fcbc800d; 2:149a2849220ed20cb9c98a908ea347ff; 2:1d403ef3f541ee5460698d598e3a67ba; 2:e51740da653d6345c25a59aeadfd5393; 2:477f9b7704036871240b572eee53890e; 2:5191f74417f005b8a529faf79bce8f81,00:00:00:00:100/1,00:01:06:20:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8100_1.WA01.58E758E7467CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8100_2.WA02.58E758E7467CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8100_3.WA03.58E758E7467CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8100_4.WA04.58E758E7467CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8100_7.WA07.58E758E7467CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8100_8.WA08.58E758E7467CA.mxf
41,KT8101_1.WA01.58E758E7467DA; KT8101_2.WA02.58E758E7467DA; KT8101_3.WA03.58E758E7467DA; KT8101_4.WA04.58E758E7467DA; KT8101_7.WA07.58E758E7467DA; KT8101_8.WA08.58E758E7467DA;     409  /t 5   ,2:6bb560a1ac831f92107c5f6e8f47acd0; 2:75de6ed8c5beae2a74fdb2d40ead3ebd; 2:2715be56a69c34aa0a314cce86ab0c82; 2:707634b13f5354a9ee0ee734c8b0e48d; 2:484a90f2ef5402dc3142f5c9c06e6b2e; 2:2333bad97af07f1788fd3b0007e64a12,00:00:00:00:100/1,00:01:06:16:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8101_1.WA01.58E758E7467DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8101_2.WA02.58E758E7467DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8101_3.WA03.58E758E7467DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8101_4.WA04.58E758E7467DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8101_7.WA07.58E758E7467DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8101_8.WA08.58E758E7467DA.mxf
42,KT8102_1.WA01.58E758E7467FA; KT8102_2.WA02.58E758E7467FA; KT8102_3.WA03.58E758E7467FA; KT8102_4.WA04.58E758E7467FA; KT8102_7.WA07.58E758E7467FA; KT8102_8.WA08.58E758E7467FA;     409  /t 6   ,2:1b668cf4accc92bb4d7f666a28ba152f; 2:c5f4fdb172ed963d9a5a5b8cafb16f6f; 2:aa84b81b943635dbd66861924a63eff3; 2:f1b798a619f836c8facf9a1eca6f4743; 2:0bcf2e1fb2d791c451aad8267c9a5286; 2:5a384b48c22bf35d4e6fda3eb45c39ab,00:00:00:00:100/1,00:01:05:60:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8102_1.WA01.58E758E7467FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8102_2.WA02.58E758E7467FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8102_3.WA03.58E758E7467FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8102_4.WA04.58E758E7467FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8102_7.WA07.58E758E7467FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8102_8.WA08.58E758E7467FA.mxf
43,KT8104_1.WA01.58E758E74681A; KT8104_2.WA02.58E758E74681A; KT8104_3.WA03.58E758E74681A; KT8104_4.WA04.58E758E74681A; KT8104_7.WA07.58E758E74681A; KT8104_8.WA08.58E758E74681A;     409A /t 1   ,2:b052d5dc31f62f5676b6014f7bff7a4c; 2:7132463e39811785ca3671e72a96f2ab; 2:a1232d9347d0e8a39ee14fa0d2bcc854; 2:852118b4703d16d514a5c40372073460; 2:86eb8745440ba1df10acb75c5735c0dc; 2:d6de7c81bca541f127f6ad7040e893a9,00:00:00:00:100/1,00:01:05:44:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8104_1.WA01.58E758E74681A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8104_2.WA02.58E758E74681A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8104_3.WA03.58E758E74681A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8104_4.WA04.58E758E74681A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8104_7.WA07.58E758E74681A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8104_8.WA08.58E758E74681A.mxf
44,KT8106_1.WA01.58E758E74685A; KT8106_2.WA02.58E758E74685A; KT8106_3.WA03.58E758E74685A; KT8106_7.WA07.58E758E74685A; KT8106_8.WA08.58E758E74685A;     409A /t 3   ,2:ead3b8891dca9a6697010883dec48566; 2:9d080c75588effcd14bd28af0ba8cd91; 2:107122fea161d79f116050513e5b37d4; 2:4587037082a86c18a527dcf8f6c3c2a0; 2:2a72be8914eb708067eb6375cecde755,00:00:00:00:100/1,00:01:20:32:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8106_1.WA01.58E758E74685A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8106_2.WA02.58E758E74685A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8106_3.WA03.58E758E74685A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8106_7.WA07.58E758E74685A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8106_8.WA08.58E758E74685A.mxf
45,KT8105_1.WA01.58E758E74683A; KT8105_2.WA02.58E758E74683A; KT8105_3.WA03.58E758E74683A; KT8105_7.WA07.58E758E74683A; KT8105_8.WA08.58E758E74683A;     409A /t 2   ,2:7487cf2b81a4ad800e8c577a92396146; 2:54604b7b6becdb444b3ab11735640748; 2:8ad6b307d154fc5d4600bdf286f8ed1a; 2:8a56b98bd752eabfefb3cbbf0df07f7c; 2:6343717a76ffae567e9de336012513f1,00:00:00:00:100/1,00:01:07:84:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8105_1.WA01.58E758E74683A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8105_2.WA02.58E758E74683A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8105_3.WA03.58E758E74683A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8105_7.WA07.58E758E74683A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8105_8.WA08.58E758E74683A.mxf
46,KT8107_1.WA01.58E758E74689A; KT8107_2.WA02.58E758E74689A; KT8107_3.WA03.58E758E74689A; KT8107_7.WA07.58E758E74689A; KT8107_8.WA08.58E758E74689A;     406  /w 1   ,2:253e03fc9a6b02d05cab76039f71fced; 2:ae719d7caf74ca3f7d3b209b712029d4; 2:f68c0bbed55b364a89b0b9ab0757317c; 2:482ab9cd2558908b9807ab30697d37c4; 2:bd4bcc83486f11a0a8e65606235ba98e,00:00:00:00:100/1,00:00:45:08:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8107_1.WA01.58E758E74689A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8107_2.WA02.58E758E74689A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8107_3.WA03.58E758E74689A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8107_7.WA07.58E758E74689A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8107_8.WA08.58E758E74689A.mxf
47,KT8108-5.WA05.58E758E7468AA; KT8108-6.WA06.58E758E7468AA;     403  /w 1   ,2:d9b5c024a3753d946ab0fc2a145f1ef9; 2:37e41498b1e6becfa5e65d7b0d93efe8,00:00:00:00:100/1,00:01:43:44:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8108-5.WA05.58E758E7468AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8108-6.WA06.58E758E7468AA.mxf
48,KT8108_1.WA01.58E758E7468BA; KT8108_7.WA07.58E758E7468BA; KT8108_8.WA08.58E758E7468BA;     403  /w 1   ,2:bd5373097e04968bc0002830329946ac; 2:5a14507bb83af9a539c27fa876c0c1a0; 2:e63af9bf07405714bf75312e659d3db1,00:00:00:00:100/1,00:01:43:44:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8108_1.WA01.58E758E7468BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8108_7.WA07.58E758E7468BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8108_8.WA08.58E758E7468BA.mxf
49,KT8109_1.WA01.58E758E7468CA; KT8109_2.WA02.58E758E7468CA; KT8109_3.WA03.58E758E7468CA; KT8109_7.WA07.58E758E7468CA; KT8109_8.WA08.58E758E7468CA;     425  /t 1   ,2:3137e1eddb32c785c6ab25d35b8b153b; 2:911e5aa6c923fb91cc18b839154dfc18; 2:9dccf2510a922d514558ea61efbceaa0; 2:12f13ec197e098541772228fe2a05681; 2:64a0e9f9057fb37482a46c97b8a9450e,00:00:00:00:100/1,00:01:26:04:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8109_1.WA01.58E758E7468CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8109_2.WA02.58E758E7468CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8109_3.WA03.58E758E7468CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8109_7.WA07.58E758E7468CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8109_8.WA08.58E758E7468CA.mxf
50,KT8110_1.WA01.58E758E7468EA; KT8110_2.WA02.58E758E7468EA; KT8110_3.WA03.58E758E7468EA; KT8110_7.WA07.58E758E7468EA; KT8110_8.WA08.58E758E7468EA;     425  /t 2   ,2:f51e2e78a64d0d51b55e6612d0409692; 2:a8504297ec4538d54a3993b41d45c224; 2:ad10080ac3842c480b731e56131ef53f; 2:50da8ef840fbb16e4e563b13a1dc1a39; 2:38929def7f7c5fd3b1b4039ff9da1119,00:00:00:00:100/1,00:01:28:68:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8110_1.WA01.58E758E7468EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8110_2.WA02.58E758E7468EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8110_3.WA03.58E758E7468EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8110_7.WA07.58E758E7468EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8110_8.WA08.58E758E7468EA.mxf
51,KT8111_1.WA01.58E758E74690A; KT8111_2.WA02.58E758E74690A; KT8111_3.WA03.58E758E74690A; KT8111_7.WA07.58E758E74690A; KT8111_8.WA08.58E758E74690A;     425  /t 3   ,2:8c88b68ca50f68e0567af0fe5ff661f2; 2:69d5bef1c2c99f42d5fbde45363b3d71; 2:db2802681d95ef3d6be35aba76d71776; 2:41db3ee12b96f65e4e3aed14f3f9ffd4; 2:c04789515af1ab9a048e99562baad53e,00:00:00:00:100/1,00:01:33:12:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8111_1.WA01.58E758E74690A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8111_2.WA02.58E758E74690A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8111_3.WA03.58E758E74690A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8111_7.WA07.58E758E74690A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8111_8.WA08.58E758E74690A.mxf
52,KT8112_1.WA01.58E758E74692A; KT8112_2.WA02.58E758E74692A; KT8112_3.WA03.58E758E74692A; KT8112_7.WA07.58E758E74692A; KT8112_8.WA08.58E758E74692A;     425  /t 4   ,2:e958865dc2373dc965579c6ff0f285ec; 2:e0ba9866209678299c51cb7ff7d43840; 2:4332da2ce603e97501adb98a5118b4ab; 2:379773457ffa72441715b69b3c02dd70; 2:b236193291249f856a2883922156d9a3,00:00:00:00:100/1,00:00:33:08:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8112_1.WA01.58E758E74692A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8112_2.WA02.58E758E74692A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8112_3.WA03.58E758E74692A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8112_7.WA07.58E758E74692A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8112_8.WA08.58E758E74692A.mxf
53,KT8113_1.WA01.58E758E74693A; KT8113_2.WA02.58E758E74693A; KT8113_3.WA03.58E758E74693A; KT8113_7.WA07.58E758E74693A; KT8113_8.WA08.58E758E74693A;     425  /t 5   ,2:11e0fbaad1d723cbb584c3cf5b72bc72; 2:a843b5aa3c51edcb4eddbbf2afc4857d; 2:219d3f1bc376bc1489caaeb7c67c6805; 2:ed38a98684d6d1d581972d365b19a56e; 2:684bab50b08948465c2c2e863d2dfb3a,00:00:00:00:100/1,00:01:35:68:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8113_1.WA01.58E758E74693A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8113_2.WA02.58E758E74693A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8113_3.WA03.58E758E74693A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8113_7.WA07.58E758E74693A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8113_8.WA08.58E758E74693A.mxf
54,KT8114_1.WA01.58E758E74697A; KT8114_2.WA02.58E758E74697A; KT8114_3.WA03.58E758E74697A; KT8114_7.WA07.58E758E74697A; KT8114_8.WA08.58E758E74697A;     425  /t 6   ,2:ac9a71355fee5a937bf291ef0341016d; 2:2f0cb596328a863b5776af8733228208; 2:ed8fb341cbf43328d9fd60753ac7df54; 2:0b70aa0cd1629e6c70dec11a0deaa809; 2:d457518bef35204f1b532072c6fe42ec,00:00:00:00:100/1,00:01:24:32:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8114_1.WA01.58E758E74697A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8114_2.WA02.58E758E74697A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8114_3.WA03.58E758E74697A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8114_7.WA07.58E758E74697A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8114_8.WA08.58E758E74697A.mxf
55,KT8115_1.WA01.58E758E74699A; KT8115_2.WA02.58E758E74699A; KT8115_3.WA03.58E758E74699A; KT8115_7.WA07.58E758E74699A; KT8115_8.WA08.58E758E74699A;     425A /t 1   ,2:1af90cb76cb196024f7d8398747d3ec8; 2:f152c2fecb190ab4bd2773191e1ce2b3; 2:0e3bad9e23ffbe00eefeab582b7583a9; 2:32402205ca1a09c1dbbfdfe9f532aa63; 2:884d6293cb97a85d879b5b8ecb8b16b0,00:00:00:00:100/1,00:01:36:16:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8115_1.WA01.58E758E74699A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8115_2.WA02.58E758E74699A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8115_3.WA03.58E758E74699A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8115_7.WA07.58E758E74699A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8115_8.WA08.58E758E74699A.mxf
56,KT8116_1.WA01.58E758E7469BA; KT8116_2.WA02.58E758E7469BA; KT8116_3.WA03.58E758E7469BA; KT8116_7.WA07.58E758E7469BA; KT8116_8.WA08.58E758E7469BA;     425A /t 2   ,2:40e542db7461421ab8b7ab454104a0b2; 2:b7b1d02b79c841671959d5e50ad378be; 2:83895f7f8e5588e07a8f23021134489b; 2:1c2b637ae9ac33fb62e5df2af116ea97; 2:19043edd28e8afca24f0a0760b539c7b,00:00:00:00:100/1,00:01:35:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8116_1.WA01.58E758E7469BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8116_2.WA02.58E758E7469BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8116_3.WA03.58E758E7469BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8116_7.WA07.58E758E7469BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8116_8.WA08.58E758E7469BA.mxf
57,KT8117_1.WA01.58E758E7469DA; KT8117_2.WA02.58E758E7469DA; KT8117_3.WA03.58E758E7469DA; KT8117_7.WA07.58E758E7469DA; KT8117_8.WA08.58E758E7469DA;     425B /t 1   ,2:8aaf567dfcfe38e2dfac6c41b8290156; 2:3e068bac2991861563e77e34e6b25c2d; 2:2bf683effbee53c9da332050e1433403; 2:02629dde0b06955dc9d3dc16b161ceb0; 2:c67adc1c59e4d21afe6d4e8c5f134672,00:00:00:00:100/1,00:01:52:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8117_1.WA01.58E758E7469DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8117_2.WA02.58E758E7469DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8117_3.WA03.58E758E7469DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8117_7.WA07.58E758E7469DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8117_8.WA08.58E758E7469DA.mxf
58,KT8118_1.WA01.58E758E7469FA; KT8118_2.WA02.58E758E7469FA; KT8118_3.WA03.58E758E7469FA; KT8118_7.WA07.58E758E7469FA; KT8118_8.WA08.58E758E7469FA;     425B /t 2   ,2:48ad12dbe6178bd3a3d092b7477e9f78; 2:0f277df5ccfa722c00c54ff44b238ca4; 2:1d2019ea32d0b5abdaa1c7eba3cc4542; 2:050799ec693fb170bcd1d6cdfaed3a9f; 2:2c16c44e3cf7e5057a414bc41bad9170,00:00:00:00:100/1,00:00:43:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8118_1.WA01.58E758E7469FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8118_2.WA02.58E758E7469FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8118_3.WA03.58E758E7469FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8118_7.WA07.58E758E7469FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8118_8.WA08.58E758E7469FA.mxf
59,KT8119_1.WA01.58E758E746A0A; KT8119_2.WA02.58E758E746A0A; KT8119_3.WA03.58E758E746A0A; KT8119_7.WA07.58E758E746A0A; KT8119_8.WA08.58E758E746A0A;     425C /t 1   ,2:03fa885b05fcf65c7cca9b6fa9f1ea10; 2:3d506bb74cbe0146637381a532cf98ad; 2:15231742c363e5eb34cd21049813ebfe; 2:f407507b6021ab3979d7558b5e71c9c7; 2:242d621fd5cd66c08d91d2e23c3a9db9,00:00:00:00:100/1,00:01:23:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8119_1.WA01.58E758E746A0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8119_2.WA02.58E758E746A0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8119_3.WA03.58E758E746A0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8119_7.WA07.58E758E746A0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8119_8.WA08.58E758E746A0A.mxf
60,KT8120_1.WA01.58E758E746A2A; KT8120_2.WA02.58E758E746A2A; KT8120_3.WA03.58E758E746A2A; KT8120_7.WA07.58E758E746A2A; KT8120_8.WA08.58E758E746A2A;     425C /t 2   ,2:37e26f1e4b308f101fafbc68a002d921; 2:d6598691252d94e2d922c79a2c42066b; 2:e39beb2b6f09f58481a44b7898af9e07; 2:c37daf3a5a7ddaeb414549a5f6496ae4; 2:e8353fb8b4df731d5bd16b0d629737d7,00:00:00:00:100/1,00:01:28:60:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8120_1.WA01.58E758E746A2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8120_2.WA02.58E758E746A2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8120_3.WA03.58E758E746A2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8120_7.WA07.58E758E746A2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8120_8.WA08.58E758E746A2A.mxf
61,KT8122_1.WA01.58E758E746A6A; KT8122_2.WA02.58E758E746A6A; KT8122_3.WA03.58E758E746A6A; KT8122_7.WA07.58E758E746A6A; KT8122_8.WA08.58E758E746A6A;     425C /t 4   ,2:6e5e875f870d50df87208ce19cad3292; 2:3d1546a574e30f434263753e335d368a; 2:45b6f5a13013999cb33266781e03d0de; 2:777704aa9b28d299391ff64cd1d57ac7; 2:c4fd21566e7548d8c5ade36b5f0df7bf,00:00:00:00:100/1,00:01:03:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170405/KT8122_1.WA01.58E758E746A6A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8122_2.WA02.58E758E746A6A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8122_3.WA03.58E758E746A6A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8122_7.WA07.58E758E746A6A.mxf; Avid MediaFiles/MXF/AVID2.1 20170405/KT8122_8.WA08.58E758E746A6A.mxf
